[Turn 0] Initialized game with Red: bots/eric/IronChefOptimized.py, Blue: bots/eric/IronChefOptimized.py
[Turn 49] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 49] Bot 4 (BLUE): Pos=(8,34) Holding=MEAT(Ck:0)
[Turn 49] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 49] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 49] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 50] Bot 0 (RED): Pos=(9,35) Holding=MEAT(Ck:0)
[Turn 50] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 50] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 50] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 50] Bot 4 (BLUE): Pos=(9,35) Holding=MEAT(Ck:0)
[Turn 50] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 50] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 50] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 51] Bot 0 (RED): Pos=(9,35) Holding=None
[Turn 51] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 51] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 51] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 51] Bot 4 (BLUE): Pos=(9,35) Holding=None
[Turn 51] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 51] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 51] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 52] Bot 0 (RED): Pos=(9,35) Holding=None
[Turn 52] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 52] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 52] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 52] Bot 4 (BLUE): Pos=(9,35) Holding=None
[Turn 52] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 52] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 52] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 53] Bot 0 (RED): Pos=(9,35) Holding=None
[Turn 53] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 53] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 53] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 53] Bot 4 (BLUE): Pos=(9,35) Holding=None
[Turn 53] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 53] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 53] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 54] Bot 0 (RED): Pos=(9,35) Holding=MEAT(CHOPPED)(Ck:0)
[Turn 54] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 54] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 54] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 54] Bot 4 (BLUE): Pos=(9,35) Holding=MEAT(CHOPPED)(Ck:0)
[Turn 54] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 54] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 54] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 55] Bot 0 (RED): Pos=(9,35) Holding=None
[Turn 55] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 55] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 55] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 55] Bot 4 (BLUE): Pos=(9,35) Holding=None
[Turn 55] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 55] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 55] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 56] Bot 0 (RED): Pos=(8,34) Holding=None
[Turn 56] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 56] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 56] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 56] Bot 4 (BLUE): Pos=(8,34) Holding=None
[Turn 56] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 56] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 56] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 57] Bot 0 (RED): Pos=(7,33) Holding=None
[Turn 57] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 57] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 57] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 57] Bot 4 (BLUE): Pos=(7,33) Holding=None
[Turn 57] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 57] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 57] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 58] Bot 0 (RED): Pos=(7,33) Holding=Plate[]
[Turn 58] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 58] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 58] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 58] Bot 4 (BLUE): Pos=(7,33) Holding=Plate[]
[Turn 58] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 58] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 58] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 59] Bot 0 (RED): Pos=(7,33) Holding=Plate[]
[Turn 59] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 59] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 59] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 59] Bot 4 (BLUE): Pos=(7,33) Holding=Plate[]
[Turn 59] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 59] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 59] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 60] Bot 0 (RED): Pos=(8,34) Holding=Plate[]
[Turn 60] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 60] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 60] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 60] Bot 4 (BLUE): Pos=(8,34) Holding=Plate[]
[Turn 60] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 60] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 60] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 61] Bot 0 (RED): Pos=(9,35) Holding=Plate[]
[Turn 61] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 61] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 61] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 61] Bot 4 (BLUE): Pos=(9,35) Holding=Plate[]
[Turn 61] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 61] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 61] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 62] Bot 0 (RED): Pos=(9,35) Holding=None
[Turn 62] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 62] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 62] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 62] Bot 4 (BLUE): Pos=(9,35) Holding=None
[Turn 62] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 62] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 62] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 63] Bot 0 (RED): Pos=(8,34) Holding=None
[Turn 63] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 63] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 63] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 63] Bot 4 (BLUE): Pos=(8,34) Holding=None
[Turn 63] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 63] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 63] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 64] Bot 0 (RED): Pos=(7,33) Holding=None
[Turn 64] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 64] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 64] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 64] Bot 4 (BLUE): Pos=(7,33) Holding=None
[Turn 64] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 64] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 64] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 65] Bot 0 (RED): Pos=(7,33) Holding=NOODLES(Ck:0)
[Turn 65] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 65] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 65] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 65] Bot 4 (BLUE): Pos=(7,33) Holding=NOODLES(Ck:0)
[Turn 65] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 65] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 65] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 66] Bot 0 (RED): Pos=(7,33) Holding=NOODLES(Ck:0)
[Turn 66] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 66] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 66] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 66] Bot 4 (BLUE): Pos=(7,33) Holding=NOODLES(Ck:0)
[Turn 66] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 66] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 66] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 67] Bot 0 (RED): Pos=(8,34) Holding=NOODLES(Ck:0)
[Turn 67] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 67] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 67] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 67] Bot 4 (BLUE): Pos=(8,34) Holding=NOODLES(Ck:0)
[Turn 67] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 67] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 67] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 68] Bot 0 (RED): Pos=(9,35) Holding=NOODLES(Ck:0)
[Turn 68] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 68] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 68] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 68] Bot 4 (BLUE): Pos=(9,35) Holding=NOODLES(Ck:0)
[Turn 68] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 68] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 68] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 69] Bot 0 (RED): Pos=(9,35) Holding=None
[Turn 69] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 69] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 69] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 69] Bot 4 (BLUE): Pos=(9,35) Holding=None
[Turn 69] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 69] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 69] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 70] Bot 0 (RED): Pos=(9,35) Holding=None
[Turn 70] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 70] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 70] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 70] Bot 4 (BLUE): Pos=(9,35) Holding=None
[Turn 70] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 70] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 70] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 71] Bot 0 (RED): Pos=(9,35) Holding=None
[Turn 71] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 71] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 71] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 71] Bot 4 (BLUE): Pos=(9,35) Holding=None
[Turn 71] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 71] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 71] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 72] Bot 0 (RED): Pos=(9,35) Holding=None
[Turn 72] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 72] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 72] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 72] Bot 4 (BLUE): Pos=(9,35) Holding=None
[Turn 72] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 72] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 72] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 73] Bot 0 (RED): Pos=(9,35) Holding=None
[Turn 73] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 73] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 73] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 73] Bot 4 (BLUE): Pos=(9,35) Holding=None
[Turn 73] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 73] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 73] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 74] Bot 0 (RED): Pos=(9,35) Holding=None
[Turn 74] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 74] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 74] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 74] Bot 4 (BLUE): Pos=(9,35) Holding=None
[Turn 74] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 74] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 74] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 75] Bot 0 (RED): Pos=(9,35) Holding=MEAT(CHOPPED)(Ck:1)
[Turn 75] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 75] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 75] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 75] Bot 4 (BLUE): Pos=(9,35) Holding=MEAT(CHOPPED)(Ck:1)
[Turn 75] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 75] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 75] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 76] Bot 0 (RED): Pos=(9,35) Holding=None
[Turn 76] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 76] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 76] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 76] Bot 4 (BLUE): Pos=(9,35) Holding=None
[Turn 76] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 76] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 76] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 77] Bot 0 (RED): Pos=(9,35) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 77] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 77] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 77] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 77] Bot 4 (BLUE): Pos=(9,35) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 77] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 77] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 77] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 78] Bot 0 (RED): Pos=(8,34) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 78] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 78] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 78] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 78] Bot 4 (BLUE): Pos=(8,34) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 78] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 78] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 78] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 79] Bot 0 (RED): Pos=(7,33) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 79] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 79] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 79] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 79] Bot 4 (BLUE): Pos=(7,33) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 79] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 79] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 79] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 80] Bot 0 (RED): Pos=(7,32) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 80] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 80] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 80] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 80] Bot 4 (BLUE): Pos=(7,32) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 80] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 80] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 80] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 81] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 81] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 81] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 81] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 81] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 81] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 81] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 81] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 82] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 82] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 82] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 82] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 82] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 82] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 82] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 82] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 83] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 83] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 83] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 83] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 83] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 83] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 83] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 83] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 84] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 84] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 84] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 84] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 84] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 84] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 84] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 84] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 85] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 85] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 85] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 85] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 85] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 85] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 85] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 85] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 86] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 86] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 86] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 86] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 86] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 86] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 86] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 86] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 87] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 87] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 87] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 87] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 87] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 87] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 87] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 87] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 88] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 88] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 88] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 88] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 88] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 88] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 88] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 88] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 89] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 89] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 89] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 89] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 89] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 89] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 89] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 89] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 90] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 90] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 90] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 90] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 90] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 90] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 90] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 90] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 91] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 91] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 91] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 91] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 91] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 91] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 91] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 91] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 92] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 92] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 92] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 92] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 92] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 92] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 92] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 92] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 93] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 93] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 93] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 93] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 93] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 93] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 93] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 93] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 94] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 94] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 94] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 94] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 94] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 94] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 94] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 94] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 95] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 95] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 95] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 95] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 95] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 95] Bot 5 (BLUE): Pos=(32,33) Holding=None
[Turn 95] Bot 6 (BLUE): Pos=(1,1) Holding=None
[Turn 95] Bot 7 (BLUE): Pos=(38,1) Holding=None
[Turn 96] Bot 0 (RED): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
[Turn 96] Bot 1 (RED): Pos=(32,33) Holding=None
[Turn 96] Bot 2 (BLUE): Pos=(1,1) Holding=None
[Turn 96] Bot 3 (BLUE): Pos=(38,1) Holding=None
[Turn 96] Bot 4 (BLUE): Pos=(6,31) Holding=Plate['NOODLES(Raw)', 'MEAT(Ck)']
